Ticker,Company Name,Sector,Shares,Price,Value,52 Week High,52 Week Low,Market Cap,Dividend Yield,P/E Ratio
AAPL,Apple Inc.,Technology,20.0,228.25999450683594,2282.5999450683594,260.1,164.08,3432551022592,0.0044,37.60461
